Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Marque,Modele,Price_EUR
Land Rover Discovery Sport TD4 HSE,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179.0,147.5,5,Land,Rover Discovery Sport TD4 HSE,61270
Hyundai Santro Xing GL,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086.0,62.0,5,Hyundai,Santro Xing GL,1265
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143.0,167.62,5,Mercedes-Benz,New C-Class C 220 CDI Style,41250
Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Magna 1.2,4477
Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199.0,73.9,5,Volkswagen,Polo Diesel Comfortline 1.2L,3289
Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza VDi Option,8690
Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461.0,83.8,5,Renault,Duster 85PS Diesel RxL,8239
Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248.0,75.0,5,Tata,Indica Vista Aqua 1.3 Quadrajet,1210
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987.0,254.8,7,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,61600
Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186.0,73.97,5,Hyundai,Xcent 1.2 CRDi S,3850
Hyundai Verna CRDi SX ABS,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493.0,110.0,5,Hyundai,Verna CRDi SX ABS,3300
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591.0,121.3,5,Hyundai,Verna 1.6 SX VTVT,6710
Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196.0,70.0,5,Ford,Figo Petrol ZXI,2475
Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI Optional,6545
Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461.0,63.12,5,Renault,Pulse RxL,5445
Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline,6039
BMW 3 Series 320d Luxury Line,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995.0,190.0,5,BMW,3 Series 320d Luxury Line,7337
Skoda Rapid 1.6 MPI Active,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598.0,103.52,5,Skoda,Rapid 1.6 MPI Active,6875
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967.0,241.4,7,Audi,Q7 3.0 TDI Quattro Premium Plus,38368
Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248.0,88.5,5,Maruti,Ciaz VDi Plus,7590
Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498.0,98.6,5,Honda,City i DTEC VX,6589
Audi A6 2011-2015 3.0 TDI Quattro Premium Plus,Pune,2012,50001,Diesel,Automatic,First,14.57,2967.0,241.38,5,Audi,A6 2011-2015 3.0 TDI Quattro Premium Plus,31900
Mahindra Xylo H4,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179.0,118.3,7,Mahindra,Xylo H4,6435
Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493.0,100.0,5,Honda,City 1.5 EXI AT,2431
Maruti SX4 ZXI MT BSIV,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586.0,103.3,5,Maruti,SX4 ZXI MT BSIV,2640
Toyota Corolla Altis G,Pune,2009,70000,Petrol,Manual,Third,14.53,1798.0,138.1,5,Toyota,Corolla Altis G,3300
Volkswagen Vento Petrol Highline AT,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598.0,103.6,5,Volkswagen,Vento Petrol Highline AT,4125
Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON Era Plus,3245
Skoda Laura Ambition 2.0 TDI CR MT,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968.0,108.5,5,Skoda,Laura Ambition 2.0 TDI CR MT,6380
Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,5390
Toyota Corolla Altis 1.8 VL CVT,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798.0,138.03,5,Toyota,Corolla Altis 1.8 VL CVT,18645
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494.0,100.0,8,Toyota,Innova 2.5 G (Diesel) 8 Seater,13750
Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047.0,69.0,5,Tata,Tiago Wizz 1.05 Revotorq,5500
Skoda Rapid 1.6 MPI Ambition,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598.0,103.52,5,Skoda,Rapid 1.6 MPI Ambition,5148
Ford Endeavour 3.2 Titanium AT 4X4,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198.0,197.0,7,Ford,Endeavour 3.2 Titanium AT 4X4,32780
Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17,799.0,53.3,5,Renault,KWID RXL,3806
Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0,1396.0,90.0,5,Hyundai,i20 1.4 Asta CRDi with AVN,4400
Skoda Laura Ambiente,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896.0,106.0,5,Skoda,Laura Ambiente,4950
Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43,1364.0,87.2,5,Toyota,Corolla Altis Diesel D4DG,6457
Mahindra Scorpio S8 8 Seater,Delhi,2015,61000,Diesel,Manual,First,15.4,2179.0,120.0,8,Mahindra,Scorpio S8 8 Seater,10450
Audi Q5 2.0 TDI Premium Plus,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968.0,174.3,5,Audi,Q5 2.0 TDI Premium Plus,35750
Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248.0,73.8,8,Chevrolet,Enjoy TCDi LS 8 Seater,4268
BMW 3 Series 320d,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995.0,190.0,5,BMW,3 Series 320d,14388
Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64,1461.0,84.8,5,Nissan,Sunny 2011-2014 Diesel XV,3850
Honda Accord 2.4 MT,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354.0,177.6,5,Honda,Accord 2.4 MT,3850
Hyundai Verna CRDi,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493.0,110.0,5,Hyundai,Verna CRDi,4895
Audi A7 2011-2015 Sportback,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967.0,241.4,5,Audi,A7 2011-2015 Sportback,30800
Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388.0,68.0,5,Ford,Fiesta 1.4 ZXi Leather,2200
Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396.0,88.73,5,Hyundai,i20 1.4 Asta,6985
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143.0,201.1,5,Mercedes-Benz,E-Class E250 CDI Avantgrade,27093
Maruti Wagon R LXI CNG,Pune,2012,92000,CNG,Manual,Second,18.714285714285715,998.0,58.2,5,Maruti,Wagon R LXI CNG,3300
Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77,1498.0,98.59,5,Ford,EcoSport 1.5 TDCi Trend Plus,8690
Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197.0,80.0,5,Hyundai,i20 1.2 Magna,3575
Honda City i VTEC V,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497.0,117.3,5,Honda,City i VTEC V,9075
Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461.0,63.1,5,Nissan,Micra Diesel XV,3135
Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0,1399.0,68.0,5,Ford,Figo Diesel EXI,3520
Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198.0,75.0,5,Nissan,Micra XL,1925
Maruti Swift VDI BSIV,Kolkata,2013,41300,Diesel,Manual,First,17.8,1248.0,74.0,5,Maruti,Swift VDI BSIV,3718
Honda Accord 2.4 MT,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354.0,177.6,5,Honda,Accord 2.4 MT,6325
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798.0,157.75,5,Skoda,Superb Elegance 1.8 TSI AT,5170
Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396.0,88.8,5,Hyundai,i20 Magna Optional 1.4 CRDi,4675
Hyundai Creta 1.6 CRDi AT SX Plus,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi AT SX Plus,15950
Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift VDI BSIV,5874
Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248.0,74.0,5,Maruti,Swift LDI BSIV,4235
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494.0,102.0,8,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,9350
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120.0,71.0,5,Hyundai,Xcent 1.1 CRDi Base,4620
Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77,1248.0,88.7,7,Maruti,Ertiga Paseo VDI,7425
Ford Endeavour 3.2 Trend AT 4X4,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198.0,197.2,7,Ford,Endeavour 3.2 Trend AT 4X4,28600
Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396.0,88.73,5,Hyundai,i20 1.4 Sportz,9471
Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0,998.0,67.1,5,Maruti,Zen Estilo LXI BS IV,1606
Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248.0,73.9,5,Maruti,Ritz VDi,3080
Maruti Alto K10 LXI CNG Optional,Kochi,2018,44202,CNG,Manual,First,23.042857142857144,998.0,58.2,4,Maruti,Alto K10 LXI CNG Optional,4400
Honda City 1.5 S MT,Mumbai,2014,58000,Petrol,Manual,First,17.0,1497.0,118.0,5,Honda,City 1.5 S MT,6017
Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5,1298.0,85.8,5,Maruti,Swift Dzire ZXi,2695
BMW X1 sDrive 20d Sportline,Hyderabad,2014,45000,Diesel,Automatic,First,17.05,1995.0,184.0,5,BMW,X1 sDrive 20d Sportline,23650
Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15.0,1368.0,90.0,5,Tata,Manza Aqua Safire,1517
Mahindra XUV500 W10 2WD,Chennai,2016,89000,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W10 2WD,14850
Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95,1197.0,78.9,5,Hyundai,i10 Sportz AT,3410
Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4,1197.0,83.1,5,Maruti,Baleno Sigma 1.2,6039
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3,1248.0,88.5,5,Maruti,Vitara Brezza ZDi Plus Dual Tone,10461
Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6,1196.0,70.02,5,Ford,Figo Petrol ZXI,2629
Maruti Wagon R CNG LXI,Delhi,2014,74663,CNG,Manual,First,23.95714285714286,998.0,67.04,5,Maruti,Wagon R CNG LXI,3575
Volkswagen Vento Sport 1.2 TSI AT,Mumbai,2014,61529,Petrol,Automatic,First,18.19,1197.0,103.5,5,Volkswagen,Vento Sport 1.2 TSI AT,6215
Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95,2489.0,93.7,7,Mahindra,Xylo D2 BS III,2035
Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3,1248.0,73.9,5,Maruti,Swift Dzire VDi,6380
Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2,1199.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline Plus,7590
Hyundai Verna 1.6 VTVT,Chennai,2013,34620,Petrol,Manual,Second,17.01,1591.0,121.3,5,Hyundai,Verna 1.6 VTVT,5885
Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81,1086.0,68.05,5,Hyundai,i10 Era 1.1,3135
Mercedes-Benz E-Class E250 CDI Launch Edition,Chennai,2014,81000,Diesel,Automatic,First,13.0,2143.0,204.0,5,Mercedes-Benz,E-Class E250 CDI Launch Edition,25025
Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36,1197.0,78.9,5,Hyundai,i10 Sportz,5104
Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8,1498.0,98.6,5,Honda,Amaze S i-Dtech,5796
Tata Safari Storme VX,Jaipur,2016,36000,Diesel,Manual,First,14.1,2179.0,148.0,7,Tata,Safari Storme VX,11000
Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5,1198.0,86.8,5,Honda,Brio 1.2 S MT,4345
Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0,1197.0,80.0,5,Hyundai,i20 Asta,3718
Volkswagen Jetta 2012-2014 1.4 TSI,Coimbatore,2018,37109,Petrol,Manual,First,14.69,1390.0,120.33,5,Volkswagen,Jetta 2012-2014 1.4 TSI,18480
Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7,1198.0,88.8,5,Honda,Jazz Select Edition,2189
Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Sportz,6424
Jaguar XF 2.2 Litre Luxury,Kolkata,2014,18000,Diesel,Automatic,First,16.36,2179.0,187.7,5,Jaguar,XF 2.2 Litre Luxury,28270
Mahindra XUV500 W8 2WD,Coimbatore,2013,130790,Diesel,Manual,First,16.0,2179.0,140.0,7,Mahindra,XUV500 W8 2WD,10164
Maruti S Cross DDiS 320 Alpha,Delhi,2015,16607,Diesel,Manual,First,22.7,1598.0,118.0,5,Maruti,S Cross DDiS 320 Alpha,8415
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2015,32205,Diesel,Automatic,First,17.11,1968.0,174.33,5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,27841
Renault Duster 110PS Diesel RxZ,Delhi,2013,67000,Diesel,Manual,First,19.01,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ,5225
Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1,1197.0,85.8,5,Maruti,Swift Dzire VXI,7359
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Trendline 1.2L,3410
Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Magna AT,7524
Audi A4 30 TFSI Premium Plus,Kochi,2017,61221,Petrol,Automatic,First,17.84,1395.0,147.51,5,Audi,A4 30 TFSI Premium Plus,23903
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47,1198.0,74.0,5,Volkswagen,Polo 1.2 MPI Highline,5225
Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74,796.0,47.3,5,Maruti,Alto 800 LXI,2695
Mini Cooper 5 DOOR D,Kochi,2019,14857,Diesel,Automatic,First,20.7,1496.0,113.98,5,Mini,Cooper 5 DOOR D,34705
Audi A4 New 2.0 TDI Multitronic,Delhi,2012,69000,Diesel,Automatic,Second,15.2,1968.0,140.8,5,Audi,A4 New 2.0 TDI Multitronic,11275
Ford Endeavour Titanium 4X2,Coimbatore,2019,14648,Diesel,Manual,First,12.62,2198.0,158.0,7,Ford,Endeavour Titanium 4X2,30096
Ford Ecosport 1.5 Ti VCT MT Titanium,Hyderabad,2013,100000,Petrol,Manual,Second,15.8,1499.0,110.0,5,Ford,Ecosport 1.5 Ti VCT MT Titanium,7150
Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Magna,4675
Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2,1199.0,82.4,5,Chevrolet,Sail 1.2 LS,6050
Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85,1197.0,83.14,5,Maruti,Swift Dzire LXI,4400
Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57,1193.0,88.7,5,Tata,Zest Revotron 1.2T XM,5115
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2015,15000,Diesel,Automatic,First,19.27,2143.0,170.0,5,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,31350
Chevrolet Cruze LTZ,Coimbatore,2014,80073,Diesel,Manual,First,17.3,1998.0,163.7,5,Chevrolet,Cruze LTZ,7821
Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1,1248.0,73.9,5,Maruti,Ritz VDi,4290
Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Sportz Option,6160
Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4,1248.0,73.75,5,Maruti,Dzire LDI,2475
Hyundai Verna 1.6 SX,Kolkata,2011,34994,Diesel,Manual,First,22.32,1582.0,126.32,5,Hyundai,Verna 1.6 SX,4290
Skoda Superb Elegance 1.8 TSI AT,Delhi,2013,82000,Petrol,Automatic,First,13.7,1798.0,157.75,5,Skoda,Superb Elegance 1.8 TSI AT,7975
Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9,998.0,67.1,5,Maruti,Wagon R LXI,2200
Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47,1198.0,73.9,5,Volkswagen,Polo Petrol Highline 1.2L,3850
Honda Civic 2010-2013 1.8 S MT,Hyderabad,2011,55000,Petrol,Manual,First,14.8,1799.0,130.2,5,Honda,Civic 2010-2013 1.8 S MT,5500
Maruti Eeco CNG 5 Seater AC,Ahmedabad,2015,47001,CNG,Manual,First,14.285714285714286,1196.0,63.0,5,Maruti,Eeco CNG 5 Seater AC,4092
Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5,998.0,67.04,5,Maruti,Wagon R VXI,3795
Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4,1248.0,74.0,5,Maruti,Swift Dzire VDI,4950
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,2018,23875,Petrol,Automatic,First,13.0,1591.0,121.3,5,Hyundai,Creta 1.6 SX Plus Petrol Automatic,15796
Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9,1197.0,82.0,5,Hyundai,Grand i10 Asta,6050
Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08,1461.0,63.1,5,Nissan,Micra Diesel XV Premium,3300
Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9,1197.0,81.86,5,Hyundai,Grand i10 1.2 Kappa Asta,6688
Volkswagen Vento Diesel Highline,Chennai,2013,150000,Diesel,Manual,First,20.54,1598.0,103.6,5,Volkswagen,Vento Diesel Highline,5500
Toyota Fortuner 4x2 AT,Kochi,2015,47566,Diesel,Automatic,First,12.55,2982.0,168.5,7,Toyota,Fortuner 4x2 AT,22275
Toyota Innova Crysta 2.8 GX AT,Pune,2018,20300,Diesel,Automatic,First,11.36,2755.0,171.5,7,Toyota,Innova Crysta 2.8 GX AT,19800
Mercedes-Benz A Class A180 CDI,Pune,2015,48300,Diesel,Automatic,First,20.0,2143.0,107.3,5,Mercedes-Benz,A Class A180 CDI,19250
Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1,814.0,55.2,5,Hyundai,EON D Lite,2310
Hyundai Elantra CRDi SX,Bangalore,2012,36000,Diesel,Manual,Second,22.7,1582.0,126.24,5,Hyundai,Elantra CRDi SX,8250
Mini Cooper 3 DOOR D,Kochi,2015,27641,Diesel,Automatic,Second,20.7,1496.0,113.98,4,Mini,Cooper 3 DOOR D,27247
Renault Duster 110PS Diesel RXZ Option,Bangalore,2015,60000,Diesel,Manual,First,19.64,1461.0,108.45,5,Renault,Duster 110PS Diesel RXZ Option,9515
Ford Endeavour 3.2 Titanium AT 4X4,Chennai,2019,9000,Diesel,Automatic,First,10.91,3198.0,197.0,7,Ford,Endeavour 3.2 Titanium AT 4X4,39050
Toyota Corolla Altis GL MT,Delhi,2014,60750,Petrol,Manual,First,14.28,1798.0,138.03,5,Toyota,Corolla Altis GL MT,11550
Mahindra XUV500 W7,Delhi,2018,9000,Diesel,Manual,First,14.0,2179.0,155.0,7,Mahindra,XUV500 W7,14300
BMW 7 Series 730Ld Design Pure Excellence CBU,Kolkata,2012,41100,Diesel,Automatic,First,16.77,2993.0,261.49,5,BMW,7 Series 730Ld Design Pure Excellence CBU,29150
Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3,1061.0,64.0,5,Maruti,Wagon R LX BSIII,1540
Honda City i VTEC SV,Kochi,2017,38424,Petrol,Manual,First,17.8,1497.0,117.3,5,Honda,City i VTEC SV,8261
Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9,1248.0,74.0,5,Maruti,Swift VDI,4730
Honda City i-VTEC CVT VX,Mumbai,2015,19000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i-VTEC CVT VX,9845
Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77,1248.0,88.76,7,Maruti,Ertiga VDI,7601
Renault Duster 110PS Diesel RxZ,Coimbatore,2016,65257,Diesel,Manual,First,19.01,1461.0,108.45,5,Renault,Duster 110PS Diesel RxZ,10725
Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3,1248.0,73.9,5,Maruti,Swift Dzire VDi,4400
Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2,1248.0,73.94,5,Maruti,Ritz VDi,4015
Mahindra XUV500 W8 4WD,Chennai,2013,78000,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 4WD,11825
Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4,1198.0,86.8,5,Honda,Brio S MT,4961
Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22769,Diesel,Automatic,First,0.0,2987.0,165.0,5,Mercedes-Benz,M-Class ML 350 4Matic,54142
Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02,1248.0,88.8,5,Tata,Manza Club Class Quadrajet90 LS,4070
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2014,158793,Diesel,Manual,First,12.8,2494.0,102.0,7,Toyota,Innova 2.5 V Diesel 7-seater,14289
Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6,1197.0,85.8,5,Maruti,Swift VXI,4565
Hyundai Verna 1.6 EX VTVT,Kolkata,2012,14800,Petrol,Manual,First,17.01,1591.0,121.3,5,Hyundai,Verna 1.6 EX VTVT,4840
Honda Mobilio S i VTEC,Kolkata,2015,26000,Petrol,Manual,First,17.3,1497.0,117.3,7,Honda,Mobilio S i VTEC,4675
Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0,1198.0,86.7,5,Honda,Amaze S i-Vtech,4675
Honda City i-VTEC CVT VX,Jaipur,2017,35000,Petrol,Automatic,First,18.0,1497.0,117.3,5,Honda,City i-VTEC CVT VX,8470
Land Rover Range Rover 2.2L Dynamic,Pune,2015,52000,Diesel,Automatic,First,12.7,2179.0,187.7,5,Land,Rover Range Rover 2.2L Dynamic,43725
Honda City i-VTEC V,Mumbai,2017,11000,Petrol,Manual,First,17.4,1497.0,117.3,5,Honda,City i-VTEC V,9350
Mercedes-Benz E-Class 280 Elegance,Jaipur,2008,62000,Petrol,Automatic,First,9.5,2997.0,231.1,5,Mercedes-Benz,E-Class 280 Elegance,7700
Toyota Fortuner 4x2 Manual,Delhi,2013,71000,Diesel,Manual,First,13.0,2982.0,168.5,7,Toyota,Fortuner 4x2 Manual,16775
Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0,998.0,66.1,5,Maruti,A-Star Vxi,2475
Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07,1948.0,83.1,7,Tata,Sumo EX,5335
Honda City V AT,Coimbatore,2012,60908,Petrol,Automatic,Second,15.6,1497.0,116.3,5,Honda,City V AT,7062
Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19,1461.0,63.12,5,Nissan,Micra XV D,2750
Hyundai Verna SX CRDi AT,Hyderabad,2011,104000,Diesel,Automatic,First,19.08,1582.0,126.32,5,Hyundai,Verna SX CRDi AT,6325
Mahindra XUV500 W8 4WD,Coimbatore,2015,42999,Diesel,Manual,First,15.1,2179.0,140.0,7,Mahindra,XUV500 W8 4WD,12672
Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5,1248.0,88.8,5,Maruti,SX4 VDI,4950
Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0,1396.0,98.6,5,Hyundai,i20 Sportz AT 1.4,5225
Hyundai Creta 1.6 CRDi SX,Coimbatore,2019,54321,Diesel,Manual,First,19.67,1582.0,126.2,5,Hyundai,Creta 1.6 CRDi SX,14893
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,59630,Diesel,Automatic,First,13.0,2143.0,201.1,5,Mercedes-Benz,E-Class E250 CDI Avantgrade,25751
Toyota Fortuner 4x2 AT,Hyderabad,2013,116000,Diesel,Automatic,Second,12.55,2982.0,168.5,7,Toyota,Fortuner 4x2 AT,21175
